TRU,START_DATE,END_DATE,STATUS_DESCRIPTION,STREET_ACTIVITY,PREMISE_NO,STREET_NAME,BOROUGH,ZIP_CODE,FACILITY_AKA,FACILITY_TYPE,BIN,BLOCK,LOT,CROSS_STREET_ON,CROSS_STREET_BETWEEN,CROSS_STREET_AND,BUILDING_OWNER_NAME,CONTRACTOR_NAME,AIR_MONITOR_NAME,ENTIRE_FLOOR,FLOOR,SECTION,ACM_TYPE,ACM_AMOUNT,ACM_UNIT,ABATEMENT_TYPE,PROCEDURE_NAME,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA
TRU5172QN18,03/09/2018 12:00:00 AM,03/01/2019 12:00:00 AM,Closed,No,32-11,146th Street,Queens,11354,,Residence,4108572,04799,0012,,,,Kevin Gao,"T L D Services, Inc.",Specialized United Services inc.,No,Roof,Chimney,Mastic and tart,8,Square Feet,Removal,Exterior Vertical Surface,40.769438,-73.821576,7,19,1159,4047990012,Murray Hill
TRU5179BK18,02/16/2018 12:00:00 AM,02/05/2019 12:00:00 AM,Postponed,No,150,55th Street,Brooklyn,11220,NYU Langone Brooklyn,Hospital,3014856,00828,0001,,,,NYU Hospitals Center,"ETS Contracting, Inc.","Environmental Planning & Management, Inc.",No,3,Rad Corridor 3806,Vat/Mastic,140,Square Feet,Removal,Tent,40.646941,-74.02093,7,38,22,3008280001,Sunset Park West
TRU5149BK18,02/26/2018 12:00:00 AM,01/30/2019 12:00:00 AM,Submitted,No,1702,Quentin Rd,Brooklyn,11229,,Residence,3253769,06800,0001,,,,Igor Kisin,Windsor Environmental Corp,Golden Eco Services Inc.,Yes,roof,,transite shingles,2224,Square Feet,Removal,Exterior Foam,40.608475,-73.956141,15,48,552,3068000001,Madison
TRU5224BK18,03/01/2018 12:00:00 AM,02/12/2019 12:00:00 AM,Submitted,No,2719,West 33rd Street,Brooklyn,11224,NYCHA Gravesend Bld. #13 - GR1508593,,3331098,06964,0002,,,,New York City Housing Authority (NYCHA),Maven Construction Corp.,Genesis Environmental Consultants Inc.,No,1,Interior (Various Locations),Pipe / Pipe Joint Insulation,150,Linear Feet,Removal,DEP Variance,40.579473,-74.000414,13,47,330,3069640002,Seagate-Coney Island
TRU5362MN18,02/26/2018 12:00:00 AM,02/15/2019 12:00:00 AM,Closed,No,9,East 75th Street,Manhattan,10021,,Residence,1041687,01390,0010,,,,9 East 75th Street LLC,"The Asbestos Contractor, Inc.",Livingspring Environmental Services Inc.,No,Basement,Boiler Room,pipe insulation,200,Linear Feet,Removal,Tent,40.774157,-73.964993,8,4,130,1013900010,Upper East Side-Carnegie Hill
TRU5155QN18,03/05/2018 12:00:00 AM,02/22/2019 12:00:00 AM,Closed,No,67-01,Kissena Blvd,Queens,11367,Pomonok Houses Bldg.# 9,Residence,4455430,06792,0030,,,,New York City Housing Authority (NYCHA),"AMC United, Inc.",Airtek Environmental Corporation,No,2,2A,VAT,707,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.735274,-73.814714,8,24,122702,4067920030,Pomonok-Flushing Heights-Hillcrest
TRU5304BK18,03/19/2018 12:00:00 AM,02/25/2019 12:00:00 AM,Postponed,No,3213,Farragut Road,Brooklyn,11210,,Other,3411060,04996,0001,,,,Bel Community Housing Associates,"New Style Contractors, Inc.","A & B Inspection Services, Corp.",No,basement,kitchen,flooring materials,290,Square Feet,Removal,Subchapter G,40.636409,-73.945879,17,45,788,3049960001,Flatbush
TRU5078BK18,02/16/2018 12:00:00 AM,01/17/2019 12:00:00 AM,Submitted,No,1600,Rockaway Parkway,Brooklyn,11236,HS for Medical Professions(K500),School,3230949,08222,0001,,,,NYC School Construction Authority (NYCSCA),"Abatech Industries, Inc.","Environmental Management Solutions Of New York, In",No,Main Roof,Chimney,Caulk at Chimney Cap&Collar,5,Square Feet,Removal,Exterior Vertical Surface,40.641474,-73.898254,18,46,990,3082220001,Canarsie
TRU5889BK17,01/03/2018 12:00:00 AM,12/26/2018 12:00:00 AM,Postponed,No,4202,13th Avenue,Brooklyn,11219,,Residence,3135896,05598,0036,,,,Mordechai Getz,"Everest Construction Enterprises, Corp.","Avi Jay, Inc.",No,3rd Floor,Rear Room,Wall Tart,150,Square Feet,Removal,Exterior Vertical Surface,40.638859,-73.988146,12,39,224,3055980036,Borough Park
TRU5130BX18,02/20/2018 12:00:00 AM,02/11/2019 12:00:00 AM,Closed,No,383,East 143rd Street,Bronx,10454,Mott Haven Houses Bldg.# 8,Residence,2091102,02306,0009,,,,New York City Housing Authority (NYCHA),"AMC United, Inc.",Genesis Environmental Consultants Inc.,No,10,10D,VAT,643,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.812581,-73.921329,1,8,41,2023060009,Mott Haven-Port Morris
TRU5196BX18,03/09/2018 12:00:00 AM,02/27/2019 12:00:00 AM,Submitted,No,885,Bolton   Avenue,Bronx,10473,I.S. 131   Bronx,School,2103869,03644,0001,,,,NYC School Construction Authority (NYCSCA),"Kiss Construction, Inc.","Precision Environmental, Inc.",No,4th Floor,Room 429,VAT/Mastic,742,Square Feet,Removal,Interior Foam,40.823526,-73.859662,9,18,42,2036440001,Soundview-Castle Hill-Clason Point-Harding Park
TRU5561MN18,03/24/2018 12:00:00 AM,03/08/2019 12:00:00 AM,Submitted,No,501,3rd Ave,Manhattan,10016,,Residence,1020137,00914,0059,,,,Xin Xu,Tristate Cleaning Solutions Inc.,"Environmental Management Services, Inc.",Yes,Roof,,Mastic on parapet walls,1000,Square Feet,Removal,Exterior Vertical Surface,40.745505,-73.978271,6,2,70,1009140059,Murray Hill-Kips Bay
TRU5304BK18,03/19/2018 12:00:00 AM,02/25/2019 12:00:00 AM,Postponed,No,3213,Farragut Road,Brooklyn,11210,,Other,3411060,04996,0001,,,,Bel Community Housing Associates,"New Style Contractors, Inc.","A & B Inspection Services, Corp.",No,slope roof,north,tar,15,Square Feet,Removal,Exterior Foam,40.636409,-73.945879,17,45,788,3049960001,Flatbush
TRU6319MN17,01/05/2018 12:00:00 AM,12/28/2018 12:00:00 AM,Closed,No,400,East 57th Street,Manhattan,10022,,Residence,1040466,01368,0001,,,,400 E57 Fee Owner LLC,Alert Action Contracting Inc.,Lawrence Env LLC,No,9th,Apt. 9K - Kitchen,Pipe Insulation,15,Linear Feet,Removal,Tent,40.75816,-73.962594,6,5,10601,1013680001,Turtle Bay-East Midtown
TRU5668MN18,03/31/2018 12:00:00 AM,03/21/2019 12:00:00 AM,Postponed,No,111,4th Avenue,Manhattan,10003,,Residence,1008977,00556,0044,,,,Michael Sallie,Windsor Environmental Corp,Golden Eco Services Inc.,No,5,apt 5D,"VAT, parquet and plywood flooring",485,Square Feet,Removal,Interior Foam,40.732642,-73.990045,3,2,42,1005560044,East Village
TRU5005BX18,01/10/2018 12:00:00 AM,01/01/2019 12:00:00 AM,Submitted,No,802,East 165th Street,Bronx,10456,,Residence,2004840,02669,0034,,,,Victory Baptist Equities LLC,"Incinia Contracting, Inc.",Cuno Environmental Corporation,No,1-3,Common Areas,Ceiling Plaster,3780,Square Feet,Removal,Subchapter G,40.824453,-73.901479,3,17,133,2026690034,Morrisania-Melrose
TRU5048MN18,02/13/2018 12:00:00 AM,01/08/2019 12:00:00 AM,Submitted,No,675,Third Ave,Manhattan,10017,,Commercial,1037549,01316,0001,,,,DOLP 675 Properties II LLC,Advanced Environmental Restoration Corp.,"GCI Environmental Advisory, Inc.",No,30,Radiator perimeter,duct sealant,60,Square Feet,Removal,DEP Variance,40.750791,-73.973963,6,4,88,1013160001,Turtle Bay-East Midtown
TRU5381BK18,03/18/2018 12:00:00 AM,03/08/2019 12:00:00 AM,Postponed,No,2201,Neptune Avenue,Brooklyn,11224,,Commercial,3188417,06990,0001,,,,Ayal Horowitz,Windsor Environmental Corp,Golden Eco Services Inc.,Yes,roof,,roofing membrane and flashing,14691,Square Feet,Removal,Exterior Foam,40.578468,-73.989614,13,47,348,3069900001,Seagate-Coney Island
TRU5339BK18,03/20/2018 12:00:00 AM,03/01/2019 12:00:00 AM,Submitted,No,2749,West 33rd Street,Brooklyn,11224,NYCHA Gravesend Bld. #2 - GR1508593,,3331094,06964,0002,,,,New York City Housing Authority (NYCHA),Maven Construction Corp.,Genesis Environmental Consultants Inc.,No,1,Exterior Facade - Elevation A - D,Door Lintel Asphalt Paper / Flashing Cement,11,Square Feet,Removal,Exterior Vertical Surface,40.578367,-74.000223,13,47,330,3069640002,Seagate-Coney Island
TRU5479BK18,04/02/2018 12:00:00 AM,03/25/2019 12:00:00 AM,Postponed,No,33,pulaski street,Brooklyn,11206,,Residence,3049303,01770,0081,,,,Esther Harmal,PLI Group Corp.,"Standard Environmental Services, inc.",Yes,roof,,roofing material,800,Square Feet,Removal,Exterior Foam,40.692248,-73.950363,3,36,253,3017700081,Bedford
TRU5351BK18,04/10/2018 12:00:00 AM,03/04/2019 12:00:00 AM,Postponed,No,360,bridge street,Brooklyn,11201,Verizon,Commercial,3000349,00148,0039,,,,verizon,JVN Restoration Inc.,"ESIS, Inc.",No,Basement,boiler room,Pipe insulation/Fittings,270,Linear Feet,Removal,Full Containment,40.692632,-73.985269,2,33,11,3001480039,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU6146MN17,12/14/2017 12:00:00 AM,12/04/2018 12:00:00 AM,Submitted,No,40,Sutton Place,Manhattan,10022,,Residence,1040645,01370,7501,,,,Halstead Mgmt. Co. c/o Sutton Place Condo,New York Insulation Inc.,Enviro-Pro Unltd Corp.,No,Roof,Main Roof,Tar on Coping Stones,60,Square Feet,Removal,Exterior Vertical Surface,40.758313,-73.959991,6,5,10601,1013707501,Turtle Bay-East Midtown
TRU5603MN18,07/12/2018 12:00:00 AM,03/14/2019 12:00:00 AM,Submitted,No,270,West 70th Street,Manhattan,10023,M199,School,1030351,01158,0040,,,,NYC School Construction Authority (NYCSCA),"Abatement Unlimited, Inc.","Core Environmental Consultants, Inc.",No,1,room 130/130A/130B,VAT,535,Square Feet,Removal,Interior Foam,40.778059,-73.984449,7,6,155,1011580040,Lincoln Square
TRU5268MN18,02/16/2018 12:00:00 AM,02/05/2019 12:00:00 AM,Submitted,No,230,West 36th Street,Manhattan,10018,,Commercial,1083622,00785,0049,,,,Verizon Communication,Pinnacle Environmental Corp.,"ESIS, Inc.",No,10,Leaking Riser (N/W),Pipe Insulation,5,Linear Feet,Removal,Tent & Glovebag,40.752709,-73.990731,5,3,109,1007850049,Midtown-Midtown South
TRU5437QN17,01/01/2018 12:00:00 AM,11/30/2018 12:00:00 AM,Postponed,No,94-15,100 Street,Queens,11416,,Other,4196984,09377,0001,,,,GMDC,Interboro Property Management Corp.,Airtek Environmental Corporation,No,1st,boiler house east wall elevation,window caulking & glazing,16,Square Feet,Removal,Exterior Vertical Surface,40.688681,-73.843777,9,28,114,4093770001,Richmond Hill
TRU6168MN17,12/14/2017 12:00:00 AM,12/06/2018 12:00:00 AM,Closed,No,61,Broadway,Manhattan,10006,,Commercial,1000808,00021,0001,,,,RXR 61 Broadway Owner LLC,"The Asbestos Contractor, Inc.","Consulting And Testing Services, Inc.",No,10,Suite 1030 column 2,pipe insulation,30,Linear Feet,Removal,Tent & Glovebag,40.706995,-74.012335,1,1,13,1000210001,Battery Park City-Lower Manhattan
TRU5469QN17,12/18/2017 12:00:00 AM,12/07/2018 12:00:00 AM,Closed,No,38-05,98 street,Queens,11368,,Other,4044020,01764,0001,,,,Transfiguaration of Christ Church,"NTM Enterprises, LLC",Athenica Environmental Services Inc.,No,1,north and south wall,wire insulation,550,Linear Feet,Removal,Full Containment,40.750043,-73.86789,3,21,409,4017640001,North Corona
TRU6165MN17,12/26/2017 12:00:00 AM,12/06/2018 12:00:00 AM,Submitted,No,695,Park Ave,Manhattan,10065,Hunter College,School,1081419,01403,0001,,,,City University of New York (CUNY),"Prestige Development Services, Inc.","Entech Engineering, P.C.",No,6th,Roof,Roofing,141,Square Feet,Removal,Exterior Foam,40.768973,-73.965367,8,4,120,1014030001,Upper East Side-Carnegie Hill
TRU5642MN18,04/02/2018 12:00:00 AM,03/19/2019 12:00:00 AM,Postponed,No,50,East 69th Street,Manhattan,10021,,Residence,1041269,01383,0040,,,,East Side Homestead LLC,"T L D Services, Inc.",Specialized United Services inc.,No,4th,All  interior brick perimeter walls,water proofing black mastic,2080,Square Feet,Removal,Full Containment,40.769579,-73.966237,8,4,122,1013830040,Upper East Side-Carnegie Hill
TRU5164MN18,03/05/2018 12:00:00 AM,01/23/2019 12:00:00 AM,Postponed,No,150,5th Avenue,Manhattan,10011,,Commercial,1015478,00821,0041,,,,L&L Holding Company,New York Insulation Inc.,"Absolutely Clean Environment, Inc.",No,6,East Wing Phase 5B Area 1,Pipe Insulation,46,Linear Feet,Removal,DEP Variance,40.739507,-73.99108,5,3,54,1008210041,Hudson Yards-Chelsea-Flatiron-Union Square
TRU5565MN18,03/26/2018 12:00:00 AM,03/11/2019 12:00:00 AM,Postponed,No,150,East 38th St,Manhattan,10016,,Residence,1019101,00893,0058,,,,Angela Sun,ESG Inc.,Amiantos LLC,No,3rd floor,East wing,glue dots mastic,25,Square Feet,Removal,Tent,40.748651,-73.97727,6,4,80,1008930058,Murray Hill-Kips Bay
TRU5340MN18,03/19/2018 12:00:00 AM,02/13/2019 12:00:00 AM,Submitted,No,10,East End Avenue,Manhattan,10075,,Residence,1050768,01576,0027,,,,10 East End Ave Owners Inc c/o Wallack Mgmt LLC,New York Insulation Inc.,"GCI Environmental Advisory, Inc.",No,5,P3- Apt 5F Living Room - Riser # 10,Pipe Insulation,12,Linear Feet,Removal,DEP Variance,40.770819,-73.947781,8,5,136,1015760027,Yorkville
TRU6155MN17,12/20/2017 12:00:00 AM,12/05/2018 12:00:00 AM,Postponed,No,650,West 218th Street,Manhattan,10034,Inwood Nature Center,Other,1087776,02255,2000,,,,NYC Dept of Parks & Recreation (NYCDPR),"Regional Management & Consulting, Inc.","The Saban Engineering Group, Inc.",Yes,Roof,,Roof Flashing,200,Square Feet,Removal,Exterior Foam,40.874202,-73.920024,12,10,297,1022552000,park-cemetery-etc-Manhattan
TRU5216BX18,03/15/2018 12:00:00 AM,03/01/2019 12:00:00 AM,Submitted,No,2662,kingsbridge terrace,Bronx,10463,,,2015137,03237,0091,,,,Ari thaler,Master Restorations Inc,"Avi Jay, Inc.",No,3rd,Level Roof,Tar,50,Square Feet,Removal,Exterior Foam,40.870257,-73.905175,7,14,269,2032370091,Kingsbridge Heights
TRU5051BK18,05/07/2018 12:00:00 AM,01/11/2019 12:00:00 AM,Submitted,No,3058,West 24th Street,Brooklyn,11224,Haber Houses (AKA 3040 & 3060 West 24th Street),Residence,3322050,07070,0001,,,,New York City Housing Authority (NYCHA),"New York Environmental Systems, Inc.",Airtek Environmental Corporation,No,1st,North Facade,Window Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.572177,-73.99049,13,47,352,3070700001,Seagate-Coney Island
TRU5044QN18,02/15/2018 12:00:00 AM,01/21/2019 12:00:00 AM,Submitted,No,154-60,17th Avenue,Queens,11357,Q194,School,4107342,04729,0001,,,,NYC School Construction Authority (NYCSCA),"M&N General Services, Inc.","Core Environmental Consultants, Inc.",No,Basement,Stair C,Floor Tiles,36,Square Feet,Removal,Interior Foam,40.78365,-73.807838,7,19,1029,4047290001,Whitestone
TRU5340MN18,03/19/2018 12:00:00 AM,02/13/2019 12:00:00 AM,Submitted,No,10,East End Avenue,Manhattan,10075,,Residence,1050768,01576,0027,,,,10 East End Ave Owners Inc c/o Wallack Mgmt LLC,New York Insulation Inc.,"GCI Environmental Advisory, Inc.",No,3,P3- Apt 3A Bedroom - Riser#26,Pipe Insulation,12,Linear Feet,Removal,DEP Variance,40.770819,-73.947781,8,5,136,1015760027,Yorkville
TRU5211BX18,04/03/2018 12:00:00 AM,03/01/2019 12:00:00 AM,Submitted,No,2175,Lacombe Avenue,Bronx,10473,"BW1519745 - Castle Hill, Bld. #8",Residence,2092630,03534,0001,,,,New York City Housing Authority (NYCHA),P & K Contracting Inc. dba Construction Concepts,Athenica Environmental Services Inc.,No,4,Exterior Faade  Elevations #1 - 20,Tar / Flashing at Lintel / Spandrel Beam,17,Square Feet,Removal,Exterior Vertical Surface,40.816904,-73.847623,9,18,86,2035340001,Soundview-Castle Hill-Clason Point-Harding Park
TRU5331BK18,03/12/2018 12:00:00 AM,02/28/2019 12:00:00 AM,Postponed,No,201,Veronica Place,Brooklyn,11226,,Residence,3117971,05137,0029,,,,1916 86 St. LLC,Rona Maintenance Inc.,3E Environmental Inc.,Yes,GarageRoof,,Roofing Material,500,Square Feet,Removal,Exterior Foam,40.645369,-73.952578,17,40,792,3051370029,Erasmus
TRU5463BK18,04/10/2018 12:00:00 AM,03/22/2019 12:00:00 AM,Submitted,No,2525,Linden Blvd.,Brooklyn,11208,"NYCHA Cypress Hills, Bld. #14 (RF1629148)",Residence,3337046,04292,0061,,,,New York City Housing Authority (NYCHA),"Vestar, Inc.",Genesis Environmental Consultants Inc.,No,Roof,Incinerator Room,Fire Clay / Fire Brick / Insulation,112,Square Feet,Removal,Tent,40.667404,-73.870801,5,42,1210,3042920061,East New York
TRU5168MN18,02/13/2018 12:00:00 AM,01/24/2019 12:00:00 AM,Closed,No,57,West 75th Street,Manhattan,10023,,Residence,1028743,01128,0001,,,,La Rochelle 75 1 LLC,F.A.L.C. Corp.,Angy Services Corp.,No,Roof,Parapet Wall,Stucco,160,Square Feet,Removal,Exterior Vertical Surface,40.778832,-73.976086,7,6,161,1011280001,Upper West Side
TRU5145MN18,02/05/2018 12:00:00 AM,01/21/2019 12:00:00 AM,Closed,No,33,East 22 Street,Manhattan,10010,,Residence,1016284,00851,0028,,,,33 East 22nd Street Tenants Corp.,New York Insulation Inc.,"Nigertech Services, Inc.",No,Roof,Main Roof - East Area Air Shaft - Marked our area only,Tar,60,Square Feet,Removal,Exterior Vertical Surface,40.740212,-73.988467,5,2,56,1008510028,Hudson Yards-Chelsea-Flatiron-Union Square
TRU5488MN18,03/08/2018 12:00:00 AM,02/28/2019 12:00:00 AM,Closed,No,684,Park Ave,Manhattan,10065,,Residence,1041266,01383,0035,,,,684 Park Ave LLC.,GTM Contracting Inc. dba Hi-Tech Environmental & R,"Standard Environmental Services, inc.",No,3rd Floor,East wing,Radiator Insulation,35,Square Feet,Removal,Tent,40.768835,-73.96549,8,4,122,1013830035,Upper East Side-Carnegie Hill
TRU5464BK18,04/04/2018 12:00:00 AM,03/22/2019 12:00:00 AM,Submitted,No,5945,Shore Parkway,Brooklyn,11236,Bayview Houses Bldg.#16 Contract #RF172551,Residence,3331438,08329,0225,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC",Genesis Environmental Consultants Inc.,No,2nd,Exterior Elevations #3 to 5 & 9 to 11,Expansion Joint Caulking,12,Square Feet,Removal,Exterior Vertical Surface,40.631781,-73.884902,18,46,1034,3083290225,Canarsie
TRU5425MN18,02/23/2018 12:00:00 AM,02/22/2019 12:00:00 AM,Closed,No,650,Academy St,Manhattan,10034,M052,School,1076776,02233,0020,,,,NYC School Construction Authority (NYCSCA),"M&N General Services, Inc.",Airtek Environmental Corporation,No,Basement,Fan Room,Pipe Insulation,150,Linear Feet,Removal,Tent,40.866053,-73.924835,12,10,291,1022330020,Marble Hill-Inwood
TRU6282MN17,01/03/2018 12:00:00 AM,12/21/2018 12:00:00 AM,Submitted,No,60,East 9th Street,Manhattan,10003,,Commercial,1009092,00560,7503,,,,60E 9St. Condominium c/o RoseTerraManagement LLC,SkyLine Environmental Corp.,Langan Engineering Environmental Surveying and Lan,No,5th Fl,Apt. 508,Pipe Insulation,120,Linear Feet,Removal,Full Containment,40.731476,-73.992679,2,2,59,1005607503,West Village
TRU5530MN18,03/20/2018 12:00:00 AM,03/06/2019 12:00:00 AM,Submitted,No,421,Hudson St,Manhattan,10014,,,1067116,00601,7501,,,,Tracey Collins Sr.,ESG Inc.,Amiantos LLC,No,703,Front Section,parquet flooring with mastic,150,Square Feet,Removal,Interior Foam,40.730063,-74.006891,2,3,69,1006017501,West Village
TRU5433BK18,04/06/2018 12:00:00 AM,03/18/2019 12:00:00 AM,Submitted,No,1100,Newkirk Avenue,Brooklyn,11230,P.S. 217 K @ K217,School,3121072,05232,0001,,,,NYC School Construction Authority (NYCSCA),"Atco Contracting Group, Inc.",Creative Environment Solutions Corporation,No,5TH FL.,EXTERIOR FACADE,STONE BANDING BACKING,530,Square Feet,Removal,Exterior Vertical Surface,40.63398,-73.966558,14,40,526,3052320001,Flatbush
TRU6190MN17,12/26/2017 12:00:00 AM,12/10/2018 12:00:00 AM,Closed,No,17,West 54th St,Manhattan,10019,Rockefeller Apartments,Other,1080440,01270,0020,,,,17&24 Corp,Brooks Remediation Corporation,"Hillmann Consulting, LLC",No,Basement,17W Hallway,Decking & Mastic,700,Square Feet,Removal,DEP Variance,40.761405,-73.976222,5,4,104,1012700020,Midtown-Midtown South
TRU5040BK18,01/15/2018 12:00:00 AM,01/10/2019 12:00:00 AM,Submitted,No,272,MacDonough Street,Brooklyn,11233,I.S. 35 K,School,3047054,01674,0011,,,,NYC Dept of Education (NYCDOE),"D & S Restoration, Inc.","ATC Group Services, LLC",No,Basement,Boiler Room,Pipe Insulation,90,Linear Feet,Removal,Tent,40.681896,-73.935963,3,36,273,3016740011,Stuyvesant Heights
TRU5634MN18,03/19/2018 12:00:00 AM,03/18/2019 12:00:00 AM,Submitted,No,2698,Frederick Douglas Boulevard,Manhattan,10030,Drew Hamilton Houses,,1060431,02029,0001,,,,New York City Housing Authority (NYCHA),"New York Environmental Systems, Inc.",Genesis Environmental Consultants Inc.,No,16th,Apt D,Pop Corn Ceiling/Plaster/Escutcheon Plate,1,Square Feet,Removal,Tent,40.821706,-73.94273,10,9,232,1020290001,Central Harlem North-Polo Grounds
TRU5144BX18,02/22/2018 12:00:00 AM,02/14/2019 12:00:00 AM,Submitted,No,966,Woodycrest Avenue,Bronx,10452,,Residence,2003114,02507,0007,,,,966 Woodycrest  Development,"Alba Environmental, Inc.",Enviro-Pro Unltd Corp.,No,2nd Floor,Small Front Roof.,Roof and Flashing Material,40,Square Feet,Removal,Exterior Foam,40.831519,-73.928845,4,8,189,2025070007,Highbridge
TRU5003MN18,02/12/2018 12:00:00 AM,01/01/2019 12:00:00 AM,Submitted,No,301,Park Avenue,Manhattan,10022,,Commercial,1084771,01304,7501,,,,AB Stable LLC,Pal Environmental Safety Corp.,"Hillmann Consulting, LLC",Yes,25,,Chimney Flue Riser Insulation,295,Square Feet,Removal,DEP Variance,40.756648,-73.974358,5,4,100,1013047501,Turtle Bay-East Midtown
TRU5484QN17,12/15/2017 12:00:00 AM,12/13/2018 12:00:00 AM,Closed,No,37,West 13th Road,Queens,11693,,Residence,4297022,15317,0067,,,,Peter Adamiszyn Family Trust,Apex Development of NY,Exclusive Testing Labs Inc.,No,1st,Kitchen,Floor Tile,205,Square Feet,Removal,Interior Foam,40.603842,-73.821158,14,32,107201,4153170067,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
TRU5200MN18,01/26/2018 12:00:00 AM,01/28/2019 12:00:00 AM,Closed,Yes,,,Manhattan,10017,,,,,,Centre Street,Hogan Place,White Street,"Consolidated Edison   Company of NY, Inc.","WRS Environmental Services, Inc.",Omega Environmental Services Inc.,No,Street,Excavation,Steam Main Insulation,80,Linear Feet,Removal,Emergency Cleanup,,,,,,,
TRU5089BK18,01/29/2018 12:00:00 AM,01/18/2019 12:00:00 AM,Closed,No,709,Marcy Ave,Brooklyn,11216,Von King Cultural Arts Center,Other,3820835,01790,0001,,,,NYC Dept of Parks & Recreation (NYCDPR),"D & S Restoration, Inc.","The Saban Engineering Group, Inc.",No,sub Cellar,Rooms Behind Auditorium,Floor Tile & Mastic,900,Square Feet,Removal,Interior Foam,40.690134,-73.948154,3,36,263,,Bedford
TRU5517MN18,03/13/2018 12:00:00 AM,03/05/2019 12:00:00 AM,Closed,No,788,Riverside Drive,Manhattan,10032,,Residence,1063248,02134,0030,,,,"Mardave Management, Inc c/o AJ Clarke Re Corp",Paulina Corporation,Advanced Environmental Corp.,No,4,Apt 4E - S/E Bedroom Closet,Pipe Insulation,5,Linear Feet,Removal,Tent,40.834398,-73.947821,12,7,241,1021340030,Washington Heights South
TRU5617MN18,04/09/2018 12:00:00 AM,03/15/2019 12:00:00 AM,Submitted,No,35,East 76th Street,Manhattan,10021,The Carlyle Hotel,Commercial,1041797,01391,0021,,,,Hotel Carlyle Owners Corp.,Pal Environmental Safety Corp.,"H.A. Bader Consultants, Inc.",No,03rd,Guestroom #309,Flooring Paper,410,Square Feet,Removal,DEP Variance,40.774267,-73.963285,8,4,130,1013910021,Upper East Side-Carnegie Hill
TRU5837BK17,01/30/2018 12:00:00 AM,12/14/2018 12:00:00 AM,Postponed,No,4,Auburn Place,Brooklyn,11205,"Whitman, Bld. #15 Contract BW1505369",,3335247,02040,0001,,,,New York City Housing Authority (NYCHA),APS Contractors Inc.,"Warren & Panzer, Engineers, P.C",No,4,Exterior Faade  Elevation #1 - 29,Window Caulking,4,Square Feet,Removal,Exterior Vertical Surface,40.694261,-73.97784,2,35,2901,3020400001,Fort Greene
TRU5792BK17,12/18/2017 12:00:00 AM,12/10/2018 12:00:00 AM,Postponed,No,75,Henry Street,Brooklyn,11201,,Residence,3326019,00217,0001,,,,Whitman Owner Corp.,Enviroclean Contractors LLC,Five Star Environmental Inc.,No,14,"Apt14J, Living room",ceiling popcorn plaster,10,Square Feet,Removal,Tent,40.698597,-73.992452,2,33,1,3002170001,Brooklyn Heights-Cobble Hill
TRU5897BK17,01/29/2018 12:00:00 AM,12/28/2018 12:00:00 AM,Submitted,No,211,North 10 Street,Brooklyn,11211,,Commercial,3335622,02299,0021,,,,215 N10 Partners LLC,New York Insulation Inc.,Creative Environment Solutions Corporation,No,Roof,Main Roof,Roof Membrane & Base Flashing,5023,Square Feet,Removal,DEP Variance,40.718259,-73.953944,1,33,519,3022990021,North Side-South Side
TRU5331BK18,03/12/2018 12:00:00 AM,02/28/2019 12:00:00 AM,Postponed,No,201,Veronica Place,Brooklyn,11226,,Residence,3117971,05137,0029,,,,1916 86 St. LLC,Rona Maintenance Inc.,3E Environmental Inc.,Yes,Roof,,Roofing Material,700,Square Feet,Removal,Exterior Foam,40.645369,-73.952578,17,40,792,3051370029,Erasmus
TRU5145BX18,02/16/2018 12:00:00 AM,02/14/2019 12:00:00 AM,Closed,No,420,East 169th Street,Bronx,10456,Webster Houses Bldg.# 2,Residence,2091184,02395,0001,,,,New York City Housing Authority (NYCHA),"AMC United, Inc.",Genesis Environmental Consultants Inc.,No,15,15C,VAT,472,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.833645,-73.907854,3,16,145,2023950001,Claremont-Bathgate
TRU5601MN18,03/23/2018 12:00:00 AM,03/14/2019 12:00:00 AM,Closed,No,45,Rockefeller Plaza,Manhattan,10111,,Commercial,1083860,01266,0001,,,,"Tishman Speyer Properties, L.P.","Abatement Unlimited, Inc.","Hillmann Consulting, LLC",No,6,South Corridor,VAT/Mastic,900,Square Feet,Removal,Interior Foam,40.759204,-73.978335,5,4,104,1012660001,Midtown-Midtown South
TRU5105MN18,01/19/2018 12:00:00 AM,01/17/2019 12:00:00 AM,Closed,No,408,East 82nd Street,Manhattan,10028,St. Stephen of Hungary School,School,1082080,01561,0037,,,,St. Stephen of Hungary Church,"NSC Abatement Services,Inc.","Adelaide Environmental Health Associates, Inc.",No,Basement,storage room,pipe insulation,20,Linear Feet,Removal,Tent,40.774089,-73.9508,8,5,136,1015610037,Yorkville
